source_id,name,category,subcategories,store
659,Deal Dolce & Gabbana,Women's Dresses,Women,Prestige World
660,"""Ferronnerie Remix""",Knitwear and twillaines,Women,Prestige World
661,Short-sleeve sweater,Knitwear and twillaines,Women,Prestige World
662,"""Ferronnerie Remix""",Pants and shorts,Women,Prestige World
663,PINKO Logo Detail Fl,Bags,Women,Elite Essentials
664,"""Aux Champs en Fleur",Pants and shorts,Women,Prestige World
665,"Leather jacket, Beig",Coats and jackets,Women,Prestige World
666,"Wrap miniskirt, Whit",Dresses and skirts,Women,Prestige World
667,"""Aux Champs en Fleur",Dresses and skirts,Women,Prestige World
668,No.5 EDP 100ml,Eau de Parfum,Fragrance,Prestige World
669,Neroli Portofino Eau,Eau de Parfum,Fragrance,Prestige World
670,OGIO Pace Pro Duffel,OGIO Pace,"Bags, Women, Clothing",Elite Essentials
671,Mega Deal 📣 PINKO Lo,Bags,Women,Elite Essentials
672,Frederic Malle Portr,Dresses,"Women, Clothing",Elite Essentials
673,Loungefly How the Gr,Women's Handbags,Women,Elite Essentials
674,"Chypre sandal, Blue",Sandals,Women,Elite Essentials
675,12Kg Front Load Wash,Washing Machine,"Home Improvement, Washing Machines",Michael’s fashion store
676,HITACHI Top Load Ful,HITACHI,"Home Improvement, Washing Machines",Michael’s fashion store
677,"Seoul S, Small Backp",OGIO Pace,"Bags, Women, Clothing",Michael’s fashion store
678,LeSportsac Hobo Bag,LeSportsac Hobo,,Michael’s fashion store
679,PINKO Large Puff Max,Bags,Women,Michael’s fashion store
680,Tumi Service Crossbo,Bags,Women,Michael’s fashion store
681,Deal SONASHI 9.5kg F,SONASHI,"Home Improvement, Washing Machines",Michael’s fashion store
682,Hedgren Rush RFID Cr,Hedgren Rush,,Michael’s fashion store
683,Thule Crossover 2 Du,Bags,"Bags, Women",Michael’s fashion store
684,Strathberry Stylist,Bags,Women,Michael’s fashion store
685,Brooks England Brook,Bags,Women,Michael’s fashion store
686,Strathberry Kite Cha,Bags,Women,Michael’s fashion store
687,Mega Deal 📣 PINKO Lo,Bags,Women,Michael’s fashion store
688,Mega Deal 📣 PINKO Mi,Bags,Women,Michael’s fashion store
689,Mega Deal 📣 PINKO Lo,Bags,Women,Michael’s fashion store
690,Mega Deal 📣 PINKO Sm,Bags,Women,Michael’s fashion store
691,Mega Deal 📣 PINKO Sm,Bags,Women,Michael’s fashion store
692,PINKO Mini Puff Maxi,Bags,Women,Michael’s fashion store
693,Tumi Monroe Men's Wa,Bags,Women,Michael’s fashion store
694,Samsonite Biz2Go 15.,Bags,Women,Michael’s fashion store
695,PINKO Small pocket L,Bags,Women,Michael’s fashion store
696,PINKO Logo Detail Fl,Dresses,"Women, Clothing",Michael’s fashion store
697,PINKO Small Puff Max,Bags,Women,Michael’s fashion store
698,TOMMY HILFIGER Woven,Bags,Women,Michael’s fashion store
699,Strathberry Mini Tot,Bags,Women,Michael’s fashion store
700,Strathberry East Wes,Bags,Women,Michael’s fashion store
701,Frederic Malle Portr,Dresses,"Women, Clothing",Michael’s fashion store
702,kate spade new york,Women's Handbags,Women,Michael’s fashion store
703,Eight & Bob Egypt,Dresses,"Women, Clothing",Michael’s fashion store
704,Loungefly How the Gr,Women's Handbags,Women,Michael’s fashion store
705,Retro Canvas Crossbo,Women's Handbags,Women,Michael’s fashion store
706,Lug Rumble Satchel B,Women's Handbags,Women,Michael’s fashion store
707,Frye womens Frye Sho,Women's Handbags,Women,Michael’s fashion store
708,Grain De Beaute Loge,Bags,Women,Michael’s fashion store
709,CALVIN KLEIN Logo Le,Women's Handbags,Women,Michael’s fashion store
710,Michael Kors Laila M,Women's Handbags,Women,Michael’s fashion store
711,Hermès Videpoches ba,Women's bags and clutches,Women,Prestige World
712,"Nuba 50 sandal, Blac",Sandals,Women,Prestige World
713,"Mythic 105 sandal, B",Sandals,Women,Prestige World
714,"Nina sandal, Black",Sandals,Women,Prestige World
715,"Naxos sandal, Beige/",Sandals,Women,Michael’s fashion store
716,"Noa 95 sandal, Beige",Sandals,Women,Michael’s fashion store
717,"Noria sandal, Red",Sandals,Women,Michael’s fashion store
718,"Naos sandal, Black",Sandals,Women,Michael’s fashion store
719,"Lipari 70 sandal, Bl",Sandals,Women,Michael’s fashion store
720,"Lagune sandal, White",Sandals,Women,Michael’s fashion store
721,VENTIUP Women Long S,Women's Dresses,Women,Michael’s fashion store
722,Deal GIVENCHY Women,Party Dresses,Women,Michael’s fashion store
723,"""L'Enseigne du Selli",Knitwear and twillaines,Women,Michael’s fashion store
724,Samsung 11Kg Front l,Samsung,"Home Improvement, Washing Machines",LuxeNest Luxury
725,12Kg Front Load Wash,Washing Machine,"Home Improvement, Washing Machines",LuxeNest Luxury
726,Hedgren Rush RFID Cr,Hedgren Rush,,LuxeNest Luxury
727,LeSportsac Hobo Bag,LeSportsac Hobo,,LuxeNest Luxury
728,THULE Chasm Duffel b,Bags,"Bags, Women",LuxeNest Luxury
729,"Seoul S, Small Backp",OGIO Pace,"Bags, Women, Clothing",LuxeNest Luxury
730,Strathberry Mosaic B,Bags,Women,LuxeNest Luxury
731,Tumi Alpha Bravo Ser,Dresses,"Women, Clothing",LuxeNest Luxury
732,PINKO Logo Detail Fl,Bags,Women,LuxeNest Luxury
733,PINKO Large Puff Max,Bags,Women,LuxeNest Luxury
734,Strathberry Kite Cha,Bags,Women,LuxeNest Luxury
735,Bellroy Venture Trav,Bags,Women,LuxeNest Luxury
736,Tumi Men's Black Lig,Bags,Women,LuxeNest Luxury
737,Strathberry Stylist,Bags,Women,LuxeNest Luxury
738,Amouage Honour 43 Ex,Dresses,"Women, Clothing",LuxeNest Luxury
739,Amouage Purpose 50 E,Dresses,"Women, Clothing",LuxeNest Luxury
740,Frederic Malle Portr,Dresses,"Women, Clothing",LuxeNest Luxury
741,Eight & Bob Egypt,Dresses,"Women, Clothing",LuxeNest Luxury
742,Anna by Anuschka Han,Women's Handbags,Women,LuxeNest Luxury
743,kate spade new york,Women's Handbags,Women,LuxeNest Luxury
744,Frye Nora Knotted Ho,Women's Handbags,Women,LuxeNest Luxury
745,BRAHMIN Melbourne Hi,Dresses,"Women, Clothing",LuxeNest Luxury
746,PUMA,Women,,LuxeNest Luxury
747,NIKE,Women,,LuxeNest Luxury
748,BIRKENSTOCK,Women,,LuxeNest Luxury
749,Nike Initiator,Women,,LuxeNest Luxury
750,HIGH STAR,Women,,LuxeNest Luxury
751,Sunfere Alisha Slee,Women,"Women, Clothing",LuxeNest Luxury
752,H&M Regular Fit Cot,Men,"Men, Clothing, Clothing Polo Shirts",LuxeNest Luxury
753,Mango Man 100% cotton slim-fit striped shirt for Men | Best Price UAE,Men,"Men, Clothing, Clothing Shirts",LuxeNest Luxury
754,LACOSTE,Women,Watches,LuxeNest Luxury
755,PUMA,Men,,LuxeNest Luxury
756,CALVIN KLEIN SHORELI,Women,"Women, Clothing",LuxeNest Luxury
757,CALVIN KLEIN Thong,Women,"Women, Clothing",LuxeNest Luxury
758,Calvin Klein Jeans,Women,Women,LuxeNest Luxury
759,CALVIN KLEIN Tight,Women,"Women, Clothing",LuxeNest Luxury
760,Calvin Klein Jeans B,Women,Women,LuxeNest Luxury
761,Adidas BLACAR/BLACAR,Men,Men,LuxeNest Luxury
762,Tumi Monroe Men's Wa,Bags,Women,HarrisonMalik Luxury Store
763,12Kg Front Load Wash,Washing Machine,"Home Improvement, Washing Machines",HarrisonMalik Luxury Store
764,"Seoul S, Small Backp",OGIO Pace,"Bags, Women, Clothing",HarrisonMalik Luxury Store
765,12Kg Front Load Wash,Washing Machine,"Home Improvement, Washing Machines",The Lux Hub
766,HITACHI Top Load Ful,HITACHI,"Home Improvement, Washing Machines",The Lux Hub
767,Deal SONASHI 9.5kg F,SONASHI,"Home Improvement, Washing Machines",The Lux Hub
768,Hedgren Rush RFID Cr,Hedgren Rush,,The Lux Hub
769,OGIO Pace Pro Duffel,OGIO Pace,"Bags, Women, Clothing",The Lux Hub
770,Tumi Alpha Bravo Ser,Dresses,"Women, Clothing",The Lux Hub
771,Strathberry Stylist,Bags,Women,The Lux Hub
772,PINKO Logo Detail Fl,Bags,Women,The Lux Hub
773,PINKO Large Puff Max,Bags,Women,The Lux Hub
774,Bellroy Venture Trav,Bags,Women,The Lux Hub
775,THULE Chasm Duffel b,Bags,"Bags, Women",The Lux Hub
776,Brooks England Brook,Bags,Women,The Lux Hub
777,Strathberry Kite Cha,Bags,Women,The Lux Hub
778,Tumi Monroe Men's Wa,Bags,Women,The Lux Hub
779,PINKO Small Puff Max,Bags,Women,The Lux Hub
780,PINKO Logo Detail Fl,Dresses,"Women, Clothing",The Lux Hub
781,Amouage Purpose 50 E,Dresses,"Women, Clothing",The Lux Hub
782,Amouage Honour 43 Ex,Dresses,"Women, Clothing",The Lux Hub
783,Anna by Anuschka Wom,Women's Handbags,Women,The Lux Hub
784,Lug Rumble Satchel B,Women's Handbags,Women,The Lux Hub
785,Hermès Videpoches ba,Women's bags and clutches,Women,The Lux Hub
786,Grain De Beaute Tria,Women's Handbags,Women,The Lux Hub
787,Hermès Videpoches ba,Women's bags and clutches,Women,The Lux Hub
788,Grain De Beaute Bast,Women's Handbags,Women,The Lux Hub
789,Hush Puppies Fashion,Women's Handbags,Women,The Lux Hub
790,Hermès Videpoches ba,Women's bags and clutches,Women,The Lux Hub
791,"Oran sandal, Blue",Sandals,Women,The Lux Hub
792,Loquat Women's Off S,Women's Dresses,Women,The Lux Hub
793,TOMMY HILFIGER Relax,Women's Dresses,Women,The Lux Hub
794,MARYISA High Neck Se,Women's Dresses,Women,The Lux Hub
795,Frock and Frill Prin,Women's Dresses,Women,The Lux Hub
796,Deal GIVENCHY Women,Party Dresses,Women,The Lux Hub
797,NIVA FASHION HOUSE S,Party Dresses,Women,The Lux Hub
798,Cashmere short skirt,Knitwear and twillaines,Women,The Lux Hub
799,"""Ex-Libris"" short-sl",Knitwear and twillaines,Women,The Lux Hub
800,"""Ferronnerie"" long-s",Knitwear and twillaines,Women,The Lux Hub
801,"""Medor"" long-sleeve",Knitwear and twillaines,Women,The Lux Hub
802,"""Ex-Libris"" long-sle",Knitwear and twillaines,Women,The Lux Hub
803,"""Cahier du Colporteu",Knitwear and twillaines,Women,The Lux Hub
804,"""En diagonale"" swim",Beachwear,"Women, Men",The Lux Hub
805,Xbox Series X 1TB Co,Consoles,Video Games,The Lux Hub
806,Xbox Series S 512 GB,Consoles,Video Games,The Lux Hub
807,Xbox Series S 512 Gb,Consoles,Video Games,The Lux Hub
808,Xbox Series X Consol,Consoles,Video Games,The Lux Hub
809,Xbox Series X 1TB Co,Consoles,Video Games,The Lux Hub
810,Xbox Series X 1TB Co,Consoles,Video Games,The Lux Hub
811,Logitech G29 Driving,Video Game Accessories,Video Games,The Lux Hub
812,1TB Xbox Series X Co,Consoles,Video Games,The Lux Hub
813,Xbox Series S 512 GB,Consoles,Video Games,The Lux Hub
814,PlayStation 5 Slim C,Consoles,Video Games,The Lux Hub
815,PlayStation 5 Slim C,Consoles,Video Games,The Lux Hub
816,PlayStation 5 Consol,Consoles,Video Games,The Lux Hub
817,Television 55-Inch S,Televisions,Television & Video,The Lux Hub
818,Television 75 Inch S,Televisions,Television & Video,The Lux Hub
819,85 Inch Crystal UHD,Televisions,Television & Video,The Lux Hub
820,Hisense 75 inch QLED,Televisions,Television & Video,The Lux Hub
821,85-Inch 4K UHD A6Q S,Televisions,Television & Video,The Lux Hub
822,"85 Inch UHD TV, 4K U",Televisions,Television & Video,The Lux Hub
823,55 inch Smart TV UHD,Televisions,Television & Video,The Lux Hub
824,LACOSTE,Women,Watches,The Lux Hub
825,Kelly Gourmette brac,Kelly,Women,The Lux Hub
826,Kelly ring,Kelly,Women,The Lux Hub
827,Kelly Chaine bracele,Kelly,Women,The Lux Hub
828,Kelly ring,Kelly,Women,The Lux Hub
829,"Clou de forge ring,",Equestrian,Women,The Lux Hub
830,"Etriviere ring, smal",Equestrian,Women,The Lux Hub
831,Men Stainless Steel,Men's Wrist Watches,Men,The Lux Hub
832,DIESEL Logo Elegant,Men,Men,HarrisonMalik Luxury Store
833,BOSS Rian Necklace,Men,Men,HarrisonMalik Luxury Store
834,GUESS Long Pendent,Men,Men,HarrisonMalik Luxury Store
835,CALVIN KLEIN Magfy,Men,Men,HarrisonMalik Luxury Store
836,Michael Kors Jetset,Women,Women,HarrisonMalik Luxury Store
837,Michael Kors Multico,Women,Women,HarrisonMalik Luxury Store
838,اشتري فيرزاتشي ساعة,Men,Men,HarrisonMalik Luxury Store
839,OLIVIA BURTON Vegan,Women,Women,HarrisonMalik Luxury Store
840,FOSSIL Classic Ste,Women,Women,HarrisonMalik Luxury Store
841,Threadz by Ajooni P,Women,"Women, Clothing",HarrisonMalik Luxury Store
842,HITACHI Top Load Ful,HITACHI,"Home Improvement, Washing Machines",HarrisonMalik Luxury Store
843,Deal SONASHI 9.5kg F,SONASHI,"Home Improvement, Washing Machines",HarrisonMalik Luxury Store
844,Hedgren Rush RFID Cr,Hedgren Rush,,HarrisonMalik Luxury Store
845,LeSportsac Hobo Bag,LeSportsac Hobo,,HarrisonMalik Luxury Store
846,THULE Chasm Duffel b,Bags,"Bags, Women",HarrisonMalik Luxury Store
847,OGIO Pace Pro Duffel,OGIO Pace,"Bags, Women, Clothing",HarrisonMalik Luxury Store
848,THULE Chasm Duffel B,Bags,"Bags, Women",HarrisonMalik Luxury Store
849,Strathberry Mosaic B,Bags,Women,HarrisonMalik Luxury Store
850,Baggallini Modern Co,Bags,Women,Elite Essentials
851,Samsung 11Kg Front l,Samsung,"Home Improvement, Washing Machines",The Lux Hub
852,Michael Kors VANILLA,Women,"Bags, Women",Elite Haven
853,Michael Kors Multico,Women,Women,Elite Haven
854,H and M,Accessories,Bags,Elite Haven
855,"Seoul S, Small Backp",OGIO Pace,"Bags, Women, Clothing",Elite Haven
856,Kelly Clochette brac,Kelly,Women,Elite Haven
857,Kelly Gavroche dangl,Kelly,Women,Elite Haven
858,"Roulis mini bag, Blu",Women's bags and clutches,Women,Elite Haven
859,"Kelly bracelet, smal",Kelly,Women,Elite Haven
860,"Jypsiere mini bag, R",Women's bags and clutches,Women,Elite Haven
861,Ever Chaine d'ancre,Gold Jewelry,Women,Elite Haven
862,Finesse earrings,Chaînes d’ancre,Women,Elite Haven
863,"Vertige pendant, sma",Gold Jewelry,Women,Elite Haven
864,Kelly Gavroche earri,Kelly,Women,Elite Haven
865,Mix and H ring,Equestrian,Women,Elite Haven
866,Chaine d'ancre Danae,Chaînes d’ancre,Women,Elite Haven
867,Kelly ring,Kelly,Women,Elite Haven
868,Kelly Gavroche ring,Kelly,Women,Elite Haven
869,Hermès Clou d'H ring,Equestrian,Women,Elite Haven
870,"Cape Cod watch, Smal",Timepieces,Women,Elite Haven
871,"Hermès Cut watch, La",Rings,Women,Elite Haven
872,Farandole ring,Chaînes d’ancre,Women,Elite Haven
873,"Tablier Sellier bag,",Women's bags and clutches,Women,Elite Haven
874,Hermès In-the-Loop 1,Women's bags and clutches,Women,Elite Haven
875,Clou de forge bracel,Equestrian,Women,Elite Haven
876,"P'tit Arcon bag, Whi",Women's bags and clutches,Women,Elite Haven
877,Hermès Clou d'H pend,Equestrian,Women,Elite Haven
878,Ever Chaine d'ancre,Chaînes d’ancre,Women,Elite Haven
879,Vertige ring,Gold Jewelry,Women,Elite Haven
880,"Kelly watch, Mini mo",Timepieces,Women,Elite Haven
881,Hermès Clou d'H brac,Equestrian,Women,Elite Haven
882,"Clou de forge ring,",Equestrian,Women,Elite Haven
883,Kelly Clochette ring,Kelly,Women,Elite Haven
884,"Heure H watch, Mediu",Timepieces,Women,Elite Haven
885,Kelly Clochette ring,Kelly,Women,Elite Haven
886,"Heure H watch, Small",Timepieces,Women,Elite Haven
